emp_no,first_name,last_name,dept_name
478474,Satyanarayana,Murthy,Production
56038,Herbert,Murthy,Sales
492118,Maha,Murthy,Finance
205150,Denis,Murthy,Development
56038,Herbert,Murthy,Customer Service
287233,Heping,Murthy,Production
217998,Dipankar,Murthy,Development
92489,Bowen,Murthy,Customer Service
91521,Akeel,Murthy,Sales
247540,Parviz,Murthy,Sales
60991,Ung,Murthy,Sales
20624,Xiong,Nanard,Development
32481,Dipankar,Nanard,Customer Service
284655,Mohd,Nanard,Sales
231564,Vasilii,Nanard,Customer Service
12541,Shih,Nanard,Sales
45629,Guoxiang,Nanard,Customer Service
235548,Muneo,Nanard,Human Resources
109642,Aron,Nanard,Production
19027,Ferdinand,Nanard,Production
485195,Pranjal,Nanard,Customer Service
492929,Yannik,Nanard,Production
20189,Mark,Nanard,Customer Service
277729,Shirish,Nanard,Research
86831,KayLiang,Nanard,Sales
429425,Duke,Nanard,Development
242717,Mori,Nanard,Development
20189,Mark,Nanard,Production
464999,Terresa,Nanard,Quality Management
449506,Mohit,Nanard,Production
214812,Marl,Nannarelli,Human Resources
285664,Satyanarayana,Nannarelli,Development
414256,Rosalie,Nannarelli,Development
231436,Hironobu,Nannarelli,Development
102228,Udaiprakash,Nannarelli,Marketing
97643,Sigeru,Nannarelli,Production
405232,Saniya,Nannarelli,Research
39656,Annemarie,Nannarelli,Sales
33702,Selwyn,Nannarelli,Human Resources
295543,Navin,Nannarelli,Development
226581,Baoqiu,Nannarelli,Production
484352,Munehiro,Nannarelli,Finance
431194,Oscal,Nannarelli,Production
257369,Prasadram,Nannarelli,Development
107517,Haldon,Nannarelli,Sales
484352,Munehiro,Nannarelli,Sales
47010,Goh,Nannarelli,Sales
25866,Tadanori,Nannarelli,Quality Management
47010,Goh,Nannarelli,Finance
229255,George,Nannarelli,Quality Management
54783,Abdelghani,Nannarelli,Development
292943,Kwan,Nannarelli,Production
226121,Vidar,Narahara,Development
484010,Udaiprakash,Narahara,Sales
245503,Lakshmi,Narahara,Production
85154,Moss,Narahara,Finance
401425,Leah,Narahara,Research
66828,Frederique,Narahara,Development
50974,Yoshimitsu,Narahara,Finance
89331,Ranga,Narahara,Production
85154,Moss,Narahara,Human Resources
240690,Jungsoon,Narahara,Development
466550,Monique,Narahara,Research
89331,Ranga,Narahara,Development
50974,Yoshimitsu,Narahara,Human Resources
65014,Geoffry,Narahara,Production
67968,Christoper,Narahara,Sales
289613,Khalil,Narahara,Development
289613,Khalil,Narahara,Production
276426,Christophe,Narahari,Production
440767,Adly,Narahari,Quality Management
440767,Adly,Narahari,Production
460750,Tadahiko,Narahari,Production
451579,Hyuncheol,Narahari,Development
435587,Mohua,Narahari,Production
207662,Mori,Narahari,Research
207662,Mori,Narahari,Development
475917,Urs,Narahari,Customer Service
34536,Danil,Narahari,Development
480135,Danny,Narahari,Development
229259,Georgi,Narahari,Production
46768,Shimshon,Narahari,Human Resources
20186,Jianhua,Narahari,Production
401201,Felicidad,Narahari,Development
229259,Georgi,Narahari,Development
106441,Erzsebet,Narahari,Marketing
10642,Hirochika,Narlikar,Development
47008,Radhika,Narlikar,Development
59468,Kendra,Narlikar,Human Resources
23581,Houman,Narlikar,Finance
51062,Werner,Narlikar,Sales
59468,Kendra,Narlikar,Finance
208735,Niranjan,Narlikar,Research
11162,Kauko,Narlikar,Development
283429,Odoardo,Narlikar,Production
46721,Mang,Narlikar,Production
264952,Jahangir,Narlikar,Production
283429,Odoardo,Narlikar,Customer Service
23581,Houman,Narlikar,Human Resources
478204,Arne,Narlikar,Development
31404,Gererd,Narlikar,Quality Management
480349,Khaled,Narlikar,Production
417064,Gill,Narlikar,Marketing
418614,Mani,Narlikar,Quality Management
456015,Wuxu,Narlikar,Quality Management
239078,Szabolcs,Narwekar,Marketing
451062,Badri,Narwekar,Quality Management
239078,Szabolcs,Narwekar,Sales
452029,Genki,Narwekar,Customer Service
274119,Hugo,Narwekar,Development
483131,Luise,Narwekar,Quality Management
35666,Munehiko,Narwekar,Production
76549,Goetz,Narwekar,Marketing
237012,Berhard,Narwekar,Development
79042,Iara,Narwekar,Development
34999,Shim,Narwekar,Development
409162,Nevio,Narwekar,Sales
22234,Arno,Narwekar,Development
88597,Zita,Narwekar,Production
444435,Yahiko,Narwekar,Production
425821,Vidar,Narwekar,Marketing
32150,Chenxi,Narwekar,Sales
42358,Lech,Narwekar,Customer Service
25656,Eben,Narwekar,Development
446045,Margareta,Narwekar,Sales
298872,Weijing,Narwekar,Development
54528,Tomoyuki,Narwekar,Development
37577,Mansur,Narwekar,Sales
90674,Tzu,Nastansky,Marketing
42504,Krisda,Nastansky,Development
18671,Shan,Nastansky,Development
444152,Nahum,Nastansky,Production
224764,Utpal,Nastansky,Quality Management
283438,Heekeun,Nastansky,Production
87323,Akemi,Nastansky,Production
467706,Xianlong,Nastansky,Sales
69455,Radhakrishnan,Nastansky,Quality Management
69455,Radhakrishnan,Nastansky,Production
18297,Guther,Nastansky,Sales
496681,Seshu,Nastansky,Production
75506,Lokesh,Nastansky,Production
210563,Remco,Nastansky,Human Resources
251004,Kwangjo,Nastansky,Development
242598,Waiman,Nastansky,Production
474641,Xinan,Nastansky,Development
404234,Khoa,Nastansky,Sales
452265,Hisao,Nastansky,Development
455999,Dhritiman,Nastansky,Production
407810,Guozhong,Nastansky,Marketing
290685,Spyrose,Nations,Development
466635,Harngdar,Nations,Marketing
491415,Sanjoy,Nations,Sales
439604,Bernd,Nations,Sales
405753,Kotesh,Nations,Development
441461,Mang,Nations,Production
228973,Cheong,Nations,Development
50954,Yishay,Nations,Development
69632,Limsoon,Nations,Development
475389,Kazuhisa,Nations,Quality Management
246467,Adel,Nations,Production
475389,Kazuhisa,Nations,Production
84255,Ramalingam,Nations,Marketing
40997,Ranan,Nations,Production
236328,Chinhyun,Nations,Development
35451,Jinya,Naudin,Customer Service
299421,Heeju,Naudin,Development
84114,Gaetan,Naudin,Development
434534,Marla,Naudin,Development
39267,Valeri,Naudin,Quality Management
88449,Lihong,Naudin,Development
436848,Nitsan,Naudin,Human Resources
87144,Kshitij,Naudin,Development
497062,Dayanand,Naudin,Finance
107246,Eran,Naudin,Development
444922,Jordanka,Naudin,Sales
207317,Francoise,Naudin,Sales
269237,Maik,Naudin,Sales
10795,Supot,Naudin,Sales
244603,Yuichiro,Naudin,Production
283515,Sverrir,Naudin,Customer Service
454750,Fumitake,Naudin,Development
442464,Toshiko,Naudin,Production
451589,Angus,Naudin,Sales
245112,Val,Naudin,Production
411267,Nalini,Naudin,Production
216389,Garnik,Naudin,Production
288318,Tiina,Naudin,Production
216389,Garnik,Naudin,Development
450735,Chaitali,Naumovich,Sales
465146,Naftaly,Naumovich,Sales
231918,Ger,Naumovich,Production
450524,Pantung,Naumovich,Marketing
445701,Luigi,Naumovich,Human Resources
100112,Akemi,Naumovich,Production
412109,Tadanori,Naumovich,Production
472221,Takahiro,Naumovich,Development
471353,Ayonca,Naumovich,Marketing
94164,Frazer,Naumovich,Sales
94164,Frazer,Naumovich,Finance
433271,Freyja,Naumovich,Development
74542,Adin,Naumovich,Sales
92977,Alair,Naumovich,Customer Service
21674,Kannan,Naumovich,Development
219548,Anestis,Naumovich,Sales
13373,Juichirou,Naumovich,Finance
487169,Toshimi,Naumovich,Production
56329,Zhenhua,Naumovich,Development
283062,Fun,Naumovich,Production
13373,Juichirou,Naumovich,Human Resources
263349,Lucien,Naumovich,Production
438330,Dinkar,Naumovich,Production
466493,Giordano,Naumovich,Production
60429,Cristinel,Naumovich,Quality Management
482816,Freyja,Naumovich,Development
102741,Palash,Naumovich,Sales
479778,Sajjan,Naumovich,Production
211596,Indrajit,Naumovich,Sales
85206,Shahar,Navazio,Development
442265,Christophe,Navazio,Research
19663,Sverrir,Navazio,Sales
20621,Arumugam,Navazio,Sales
105234,Frederique,Navazio,Development
99422,Kotesh,Navazio,Finance
16274,Sadun,Navazio,Finance
409942,Izaskun,Navazio,Marketing
465053,Adam,Navazio,Finance
257395,Yishay,Navazio,Human Resources
228725,Edwin,Navazio,Production
256840,Bartek,Navazio,Quality Management
465053,Adam,Navazio,Human Resources
256840,Bartek,Navazio,Production
417923,Jahangir,Negoita,Development
478350,Halsur,Negoita,Quality Management
261249,Gift,Negoita,Development
95625,Bogdan,Negoita,Quality Management
404985,Atilio,Negoita,Human Resources
416469,Kristina,Negoita,Sales
491058,Younwoo,Negoita,Production
411302,George,Negoita,Development
95625,Bogdan,Negoita,Production
238605,Pranay,Negoita,Research
415365,Dipankar,Negoita,Sales
461907,Van,Negoita,Sales
422558,Aris,Negoita,Sales
75042,Rance,Negoita,Marketing
271545,Temple,Negoita,Sales
200400,Goo,Negoita,Research
98905,Nikolaos,Negoita,Development
36754,Fumiko,Negoita,Production
87158,Nahid,Neiman,Development
257630,Jongsuk,Neiman,Sales
224197,Murthy,Neiman,Research
90765,Lein,Neiman,Development
50019,Aloke,Neiman,Development
499035,Lene,Neiman,Sales
79704,Ipke,Neiman,Development
17552,Pradeep,Neiman,Finance
289456,Kazuhisa,Neiman,Production
470673,Yongqiao,Neiman,Development
218442,Hausi,Neiman,Production
414131,Taisook,Neiman,Sales
492225,Ipke,Neiman,Human Resources
451790,Mabry,Neiman,Finance
453793,Mario,Neiman,Research
276318,Rosella,Neiman,Human Resources
243689,Koichi,Neiman,Sales
498660,Vojin,Neiman,Marketing
414643,Flemming,Neiman,Quality Management
259006,Sreekrishna,Neimat,Production
403186,Kokou,Neimat,Human Resources
446505,Lubomir,Neimat,Development
100416,Chinya,Neimat,Production
97781,Divine,Neimat,Sales
454492,Aleksandar,Neimat,Human Resources
100416,Chinya,Neimat,Customer Service
93130,Kwun,Neimat,Sales
480344,Hatem,Neimat,Development
279519,Trygve,Neimat,Development
217315,Garnik,Neimat,Quality Management
413066,Rayond,Neimat,Development
44135,JoAnna,Neimat,Research
400203,Marl,Neimat,Development
214682,Jaroslava,Neimat,Sales
104520,Vishv,Neimat,Sales
428372,Licheng,Neimat,Development
52746,Ingmar,Neimat,Development
255837,Shigeo,Neimat,Development
421243,Renny,Neimat,Marketing
72145,Zdislav,Neimat,Production
48999,Boriana,Neimat,Development
38476,Godehard,Neimat,Development
94922,Shaowen,Neimat,Production
65702,Kristian,Nergos,Production
14853,Taiji,Nergos,Development
458972,Emdad,Nergos,Development
55919,Chiranjit,Nergos,Quality Management
48149,Sivanarayana,Nergos,Finance
236041,Girolamo,Nergos,Sales
410262,Tristan,Nergos,Development
266024,Shooichi,Nergos,Development
294870,Domenico,Nergos,Production
428241,Werner,Nergos,Human Resources
451217,Changho,Nergos,Finance
245717,Chinya,Nergos,Production
94425,Kersti,Nergos,Sales
290453,Radhakrishnan,Nergos,Production
449026,Geoff,Nergos,Research
219370,Khedija,Nergos,Production
413919,Shushma,Nergos,Sales
483218,Quingbo,Nicolson,Production
484651,Mayumi,Nicolson,Production
211394,Huican,Nicolson,Human Resources
415518,Jinpo,Nicolson,Development
489499,Fun,Nicolson,Production
220955,Houman,Nicolson,Development
28161,Kwan,Nicolson,Sales
103754,Ebru,Nicolson,Quality Management
289182,Gio,Nicolson,Human Resources
109285,Xudong,Nicolson,Human Resources
298588,Conal,Nicolson,Production
103754,Ebru,Nicolson,Production
203463,Ingmar,Nicolson,Customer Service
242414,Urs,Nicolson,Quality Management
441240,Shounak,Nicolson,Development
202890,Aiman,Nicolson,Production
209899,Lucien,Nicolson,Production
43573,Jianwen,Nicolson,Customer Service
425489,Toshimi,Nicolson,Development
486253,Rosalie,Nicolson,Development
28288,Martijn,Niizuma,Customer Service
431624,Sanjiv,Niizuma,Quality Management
52961,Arun,Niizuma,Development
479516,Fusako,Niizuma,Development
88646,Joydip,Niizuma,Production
89608,Susanne,Niizuma,Research
489893,Yuriy,Niizuma,Development
71715,Eberhardt,Niizuma,Sales
479516,Fusako,Niizuma,Research
427024,Munenori,Niizuma,Sales
267599,Youjian,Niizuma,Development
80981,Fumitake,Niizuma,Development
42188,Ravishankar,Niizuma,Production
257863,Zhiwei,Niizuma,Production
106845,Urs,Niizuma,Quality Management
87476,Amabile,Niizuma,Production
232384,Selwyn,Niizuma,Production
283829,Along,Niizuma,Sales
496558,Yahiko,Niizuma,Sales
484201,Huai,Niizuma,Production
280534,Oscal,Nilsson,Customer Service
277361,Cedric,Nilsson,Development
487320,Shaw,Nilsson,Human Resources
281776,Radoslaw,Nilsson,Sales
455758,Garnet,Nilsson,Development
443208,Nakhoon,Nilsson,Development
91217,Xuedong,Nilsson,Marketing
15370,Chuanyi,Nilsson,Research
15370,Chuanyi,Nilsson,Development
238202,Waiman,Nilsson,Development
108053,Abdelghani,Nilsson,Sales
64655,Jaideep,Nilsson,Marketing
428080,Moon,Nilsson,Marketing
262516,Kayoko,Nilsson,Production
409517,Atilio,Nilsson,Marketing
54480,Danel,Nilsson,Production
27883,Woody,Nilsson,Customer Service
201729,Fuqing,Nilsson,Development
227487,Bodo,Nishimukai,Quality Management
68142,Aran,Nishimukai,Sales
38388,Arnd,Nishimukai,Marketing
76961,Luisa,Nishimukai,Production
14814,Odysseas,Nishimukai,Customer Service
254069,Uli,Nishimukai,Development
64093,Hyuckchul,Nishimukai,Development
491251,Maria,Nishimukai,Development
408371,Felicidad,Nishimukai,Research
265279,Alejandra,Nishimukai,Production
469362,Martine,Nishimukai,Development
77641,Berni,Nishimukai,Sales
432683,Gina,Nishimukai,Development
68714,Alselm,Nishimukai,Quality Management
83792,Otmar,Nishimukai,Research
68714,Alselm,Nishimukai,Production
461936,Akeno,Nishimukai,Production
65559,Feipei,Nishimukai,Sales
245920,Baoqiu,Nishimukai,Customer Service
91775,Kristian,Nishimukai,Development
248486,Karoline,Nishimukai,Research
213083,Wonhee,Nishimukai,Sales
213083,Wonhee,Nishimukai,Marketing
232211,Demos,Nishimukai,Production
80873,Marsal,Nishimukai,Sales
482779,Leah,Nitsch,Production
403556,Mokhtar,Nitsch,Development
92340,Berhard,Nitsch,Production
242886,Guadalupe,Nitsch,Development
491442,Aluzio,Nitsch,Production
457770,Ute,Nitsch,Sales
414155,Doowon,Nitsch,Human Resources
242789,Hitomi,Nitsch,Development
216798,Rimon,Nitsch,Customer Service
211040,Jaihie,Nitsch,Sales
205944,Kwangho,Nitsch,Quality Management
266748,Henk,Nitsch,Production
222744,Theirry,Nitsch,Customer Service
419543,Abdelghani,Nitsch,Marketing
441516,Sanjai,Nitsch,Research
59766,Ziyad,Nitsch,Finance
89416,Mariangiola,Nitsch,Human Resources
32372,Randy,Nitsch,Customer Service
468840,Sarita,Nitsch,Sales
441516,Sanjai,Nitsch,Development
30330,Caolyn,Nitsch,Sales
278240,Youssef,Nitsch,Research
33792,Ashish,Nitsche,Production
11647,Magy,Nitsche,Development
422001,Georgy,Nitsche,Production
470716,Munehiko,Nitsche,Development
262611,Georgy,Nitsche,Development
268108,Yonghong,Nitsche,Development
42936,Chuanti,Nitsche,Sales
49436,Chanjung,Nitsche,Development
213035,Shuichi,Nitsche,Sales
91023,Volkmar,Nitsche,Quality Management
98047,Gill,Nitsche,Research
246658,Hatim,Nitsche,Development
250080,Zhensheng,Nitsche,Development
259989,Magdalena,Nitsche,Production
60510,Divine,Nitsche,Customer Service
411752,Remko,Nitsche,Development
282079,Bogdan,Nitsche,Marketing
451426,Tetsushi,Nitsche,Development
486136,Steve,Nitsche,Production
214779,Denis,Nitsche,Research
417796,Feipei,Nitta,Production
417796,Feipei,Nitta,Development
417153,Prodip,Nitta,Production
404501,Maya,Nitta,Research
218661,Haldon,Nitta,Sales
437405,Takahira,Nitta,Production
439272,Aris,Nitta,Production
457206,Zhiguo,Nitta,Development
253511,Qingxiang,Nitta,Production
209478,Kasidit,Nitta,Human Resources
261194,Nimmagadda,Nitta,Development
53415,Mariangiola,Nitta,Production
74766,Mats,Nitta,Production
107996,Licheng,Nitta,Sales
296470,Kannan,Nitta,Quality Management
408825,Alair,Nitta,Development
259102,Jiong,Nitta,Development
40770,Jiang,Nitta,Research
74413,Juichirou,Nitta,Development
43040,Ulises,Nittel,Sales
37463,Lihong,Nittel,Finance
71545,Denny,Nittel,Customer Service
102061,Niclas,Nittel,Development
106091,Mark,Nittel,Finance
201276,Jiang,Nittel,Customer Service
65551,Zhenhua,Nittel,Research
205478,Reinhard,Nittel,Customer Service
65869,Premsyl,Nittel,Marketing
85146,Hironobu,Nittel,Human Resources
478146,Srinidhi,Nittel,Production
40008,Yucai,Nittel,Finance
107553,Janche,Nittel,Production
401173,Shai,Nittel,Production
410520,Ashish,Nittel,Customer Service
453186,Gad,Nittel,Human Resources
261615,Faiza,Nittel,Finance
415749,Ravishankar,Nittel,Marketing
238155,Adil,Nittel,Development
274269,Macha,Nitto,Production
82601,Munehiko,Nitto,Development
82601,Munehiko,Nitto,Quality Management
280756,Nahum,Nitto,Production
273718,Padma,Nitto,Production
273718,Padma,Nitto,Development
256013,Visit,Nitto,Finance
101270,Tsutomu,Nitto,Human Resources
60825,Berna,Nitto,Human Resources
41313,Gino,Nitto,Research
245756,Munenori,Nitto,Customer Service
409518,Duangkaew,Nitto,Development
245756,Munenori,Nitto,Sales
41313,Gino,Nitto,Development
494327,Lillian,Nitto,Development
253697,Zeydy,Nitto,Development
83778,Premsyl,Nitto,Sales
218210,Kinh,Nitto,Marketing
88835,Gad,Nivat,Production
400006,Munenori,Nivat,Marketing
237263,Jaroslava,Nivat,Production
93321,Masako,Nivat,Sales
439106,Guiseppe,Nivat,Sales
77205,Toshiki,Nivat,Human Resources
27193,Dulce,Nivat,Development
13458,Feipei,Nivat,Production
77205,Toshiki,Nivat,Finance
233858,Irena,Nivat,Development
44301,Fatemeh,Nivat,Production
13458,Feipei,Nivat,Customer Service
200116,Eben,Nivat,Sales
469384,Shahab,Nivat,Sales
257971,Hugo,Nivat,Production
404233,Baziley,Nivat,Sales
482497,Tesuro,Nivat,Development
257971,Hugo,Nivat,Customer Service
217484,Subhrajyoti,Nivat,Development
285416,Pranav,Nivat,Human Resources
275719,Licheng,Nollmann,Human Resources
288223,Francesca,Nollmann,Quality Management
446978,Hyuckchul,Nollmann,Sales
13144,Persi,Nollmann,Finance
282670,Becky,Nollmann,Development
229701,Xinglin,Nollmann,Quality Management
227134,Mohamadou,Nollmann,Research
420669,Alenka,Nollmann,Development
233701,Shen,Nollmann,Sales
46141,Sven,Nollmann,Production
78692,Turgut,Nollmann,Development
253105,Susanta,Nollmann,Marketing
206995,Bernd,Nollmann,Finance
255836,Pranjal,Nollmann,Development
468285,Yefim,Nollmann,Marketing
287238,Yoshimitsu,Nooteboom,Development
215685,Filipe,Nooteboom,Production
25797,Morrie,Nooteboom,Development
464383,Chandrasekaran,Nooteboom,Finance
493581,Shaibal,Nooteboom,Development
63427,Takahito,Nooteboom,Sales
212723,Haldon,Nooteboom,Human Resources
106278,Chanjung,Nooteboom,Marketing
497023,Jamaludin,Nooteboom,Sales
17384,Youngkon,Nooteboom,Research
83443,Shigeu,Nooteboom,Development
450709,Shaz,Nooteboom,Research
405924,Udi,Nooteboom,Development
480355,Taisook,Nooteboom,Human Resources
92305,Srinidhi,Nooteboom,Production
290981,Mona,Nooteboom,Development
249415,Panayotis,Noriega,Development
415251,Domenick,Noriega,Development
458015,Amalendu,Noriega,Development
443218,Xiahua,Noriega,Production
449621,Ashish,Noriega,Human Resources
443218,Xiahua,Noriega,Quality Management
437865,Pascal,Noriega,Research
448861,Odysseas,Noriega,Development
99688,Christophe,Noriega,Marketing
257915,Subir,Noriega,Sales
57676,Alper,Noriega,Marketing
57676,Alper,Noriega,Customer Service
476584,Gonzalo,Noriega,Sales
476584,Gonzalo,Noriega,Customer Service
428189,Mats,Noriega,Quality Management
288813,Licheng,Noriega,Sales
55765,Kotesh,Noriega,Production
248959,Elrique,Noriega,Sales
488631,Marsha,Noriega,Sales
261135,Chriss,Noriega,Development
221715,Rayond,Noriega,Research
26812,Licheng,Noriega,Development
419293,Perla,Noriega,Research
489702,Xiaoqiu,Noriega,Human Resources
10969,Premal,Noriega,Development
52008,Sachio,Noriega,Marketing
93730,Aemilian,Noriega,Research
269394,Teiji,Noriega,Development
108020,Marin,Norsworthy,Production
36760,Fumiyo,Norsworthy,Development
51690,Xiping,Norsworthy,Sales
104196,Dulce,Norsworthy,Human Resources
101098,Maya,Norsworthy,Sales
257051,Remzi,Norsworthy,Sales
62481,Gererd,Norsworthy,Production
427488,Bingning,Norsworthy,Sales
51738,Guenter,Norsworthy,Quality Management
101098,Maya,Norsworthy,Marketing
401124,Ravishankar,Norsworthy,Production
60998,Neelam,Norsworthy,Human Resources
490614,Siddarth,Norsworthy,Sales
490614,Siddarth,Norsworthy,Marketing
210302,Arun,Norsworthy,Customer Service
433307,Filipp,Norsworthy,Sales
233121,Lucian,Norsworthy,Development
461990,Jacopo,Norsworthy,Sales
212139,Nikolaus,Norsworthy,Research
257051,Remzi,Norsworthy,Customer Service
251005,Tomokazu,Norsworthy,Production
251005,Tomokazu,Norsworthy,Development
241928,Valery,Norsworthy,Production
462705,Mohit,Norsworthy,Sales
94156,Kristen,Norsworthy,Finance
441103,Hongzhu,Norsworthy,Development
261010,Fei,Nourani,Development
443967,Valery,Nourani,Human Resources
101858,Katsuyuki,Nourani,Customer Service
452527,Adamantios,Nourani,Research
405713,Krassimir,Nourani,Research
487272,Augustine,Nourani,Marketing
271727,Dmitri,Nourani,Research
440872,Vishwani,Nourani,Development
487384,Heejo,Nourani,Finance
68840,Quingbo,Nourani,Marketing
69697,Zengping,Nourani,Development
69697,Zengping,Nourani,Research
69928,Abdelkader,Nourani,Marketing
69928,Abdelkader,Nourani,Human Resources
487384,Heejo,Nourani,Human Resources
15030,Rasikan,Nourani,Sales
94046,Valeska,Nourani,Human Resources
49138,Zhonghua,Nourani,Production
47047,Shugo,Nourani,Development
213025,Kinh,Nourani,Customer Service
19633,Tayeb,Nourani,Development
226611,Kersti,Nourani,Production
245527,Falguni,Nourani,Production
263456,Shichao,Nourani,Production
409139,Xuejia,Nourani,Quality Management
50610,Kazuhira,Nyanchama,Production
68179,Guangming,Nyanchama,Production
226092,Chinho,Nyanchama,Production
72625,Moti,Nyanchama,Development
56010,Noritoshi,Nyanchama,Production
431410,Kensei,Nyanchama,Development
241130,Yucel,Nyanchama,Finance
426994,Zito,Nyanchama,Sales
50610,Kazuhira,Nyanchama,Research
273617,Theron,Nyanchama,Sales
267946,Candida,Nyanchama,Sales
474569,Paraskevi,Nyanchama,Sales
416552,Kwok,Nyrup,Human Resources
487260,Katsuo,Nyrup,Customer Service
487260,Katsuo,Nyrup,Sales
446287,Bilhanan,Nyrup,Development
450573,Jolita,Nyrup,Human Resources
258555,Uwe,Nyrup,Quality Management
15354,Chikara,Nyrup,Customer Service
90680,Frederique,Nyrup,Development
212653,Geoffrey,Nyrup,Quality Management
47050,Aimee,Nyrup,Research
23633,Jinpo,Nyrup,Sales
497091,Leandro,Nyrup,Research
22135,Guiseppe,Nyrup,Marketing
202033,Nishit,Oaver,Production
260044,Josyula,Oaver,Production
207276,Ramalingam,Oaver,Development
29527,Adamantios,Oaver,Sales
459273,Genki,Oaver,Production
211576,Gilbert,Oaver,Marketing
29527,Adamantios,Oaver,Marketing
15066,Tomokazu,Oaver,Development
98717,Chenyi,Oaver,Research
497033,Ziyad,Oaver,Production
237831,Pramod,Oaver,Production
443979,Wayne,Oaver,Production
249931,Berna,Oaver,Research
235029,Satoru,Oaver,Finance
290437,Naftali,Oaver,Quality Management
457990,Taiji,Oaver,Development
277038,Ottavia,Oberman,Development
260949,Sudharsan,Oberman,Sales
407642,Jiakeng,Oberman,Production
407642,Jiakeng,Oberman,Development
274278,Horward,Oberman,Development
239382,Sanjoy,Oberman,Production
494300,Zeljko,Oberman,Sales
494300,Zeljko,Oberman,Customer Service
414770,Kwee,Oberman,Production
34958,Goetz,Oberman,Human Resources
422049,Vesna,Oberman,Finance
80160,Nigel,Oberman,Production
20075,Mikhail,Oberman,Development
447396,Kazuyasu,Oberman,Sales
253928,Abdulla,Oberman,Production
75643,Chrisa,Oberman,Production
99567,Christfried,Oberman,Development
491484,Shugo,Oberman,Marketing
250624,Mayuri,Oehlmann,Finance
69652,Josyula,Oehlmann,Production
219584,Parto,Oehlmann,Development
28321,Heather,Oehlmann,Finance
222125,Elvia,Oehlmann,Quality Management
30546,Janalee,Oehlmann,Sales
210677,Gor,Oehlmann,Sales
225533,Feiyu,Oehlmann,Research
294749,Youpyo,Oehlmann,Customer Service
30546,Janalee,Oehlmann,Finance
423168,Faiza,Oehlmann,Research
209656,Ger,Oehlmann,Research
250624,Mayuri,Oehlmann,Sales
23952,Valdiodio,Oehlmann,Sales
24472,Behnaam,Oehlmann,Production
41888,Vitali,Oehlmann,Customer Service
441691,Uri,Oehlmann,Customer Service
450665,Navid,Oehlmann,Finance
474913,Piyawadee,Oehlmann,Finance
445772,Tuval,Oehlmann,Development
233346,Serenella,Oehlmann,Quality Management
413603,Vincent,Ohori,Research
94120,Limsoon,Ohori,Development
406491,Soenke,Ohori,Quality Management
293424,Arumugam,Ohori,Development
261510,Takahito,Ohori,Development
216395,Sakthirel,Ohori,Customer Service
273563,Shaz,Ohori,Development
285137,Bluma,Ohori,Production
66170,Aksel,Ohori,Production
66170,Aksel,Ohori,Development
285137,Bluma,Ohori,Quality Management
246157,Saddek,Ohori,Production
50275,Cordelia,Ohori,Production
29366,Domenico,Ohori,Sales
270890,Basant,Ohori,Production
263829,Jagoda,Ohori,Development
29366,Domenico,Ohori,Finance
220374,Yurij,Ohori,Development
496928,Chikara,Ohori,Development
474386,Collette,Ohori,Development
91265,Somnath,Ohori,Sales
76339,Aloys,Ohori,Quality Management
71383,Vidya,Ohori,Customer Service
63738,Yunming,Ohori,Development
44088,Uwe,Ohori,Customer Service
222013,Remko,Ohori,Finance
428466,Jianhua,Olano,Sales
400864,Kiyotoshi,Olano,Customer Service
421723,Ymte,Olano,Customer Service
436969,Jianhua,Olano,Production
30101,Berni,Olano,Development
204027,Alagu,Olano,Research
407951,Youngkon,Olano,Sales
16201,Krassimir,Olano,Development
233097,Djenana,Olano,Development
201645,Gino,Olano,Sales
224162,Munenori,Olano,Sales
274087,Mari,Olano,Development
458868,Xudong,Olano,Development
416575,Shai,Olano,Production
444662,Huan,Olivero,Production
244791,Kauko,Olivero,Sales
459783,Conrado,Olivero,Research
482172,Moon,Olivero,Production
92063,Deniz,Olivero,Sales
276831,Kwangyoen,Olivero,Production
421050,Zita,Olivero,Development
19602,Sandeepan,Olivero,Production
35892,Ghassan,Olivero,Research
33996,Subbu,Olivero,Research
223788,Jinya,Olivero,Development
35096,Gaetan,Olivero,Development
458135,Navid,Olivero,Development
227473,Feixiong,Olivero,Customer Service
43014,Vitali,Olivero,Sales
295068,Shem,Olivero,Sales
217332,Jahangir,Olivero,Customer Service
89904,Ottavia,Olivero,Marketing
402240,Paloma,Olivero,Production
14290,Miyeon,Olivero,Production
480192,Dhritiman,Onuegbe,Sales
248650,Vitali,Onuegbe,Human Resources
108770,Ugo,Onuegbe,Quality Management
32246,Georg,Onuegbe,Research
249613,Magy,Onuegbe,Sales
290505,Kien,Onuegbe,Development
109678,Radhia,Onuegbe,Customer Service
239196,Horward,Onuegbe,Customer Service
38473,Lena,Onuegbe,Production
268436,Phuoc,Onuegbe,Development
44070,Luerbio,Onuegbe,Marketing
208617,Nahla,Onuegbe,Production
44070,Luerbio,Onuegbe,Sales
489005,Gilbert,Onuegbe,Human Resources
48955,Masasuke,Onuegbe,Finance
203644,Oldrich,Onuegbe,Finance
20065,Mana,Onuegbe,Finance
468239,Amabile,Onuegbe,Marketing
18532,Joydip,Onuegbe,Finance
204594,Elvis,Onuegbe,Production
204594,Elvis,Onuegbe,Development
478183,Mechthild,Onuegbe,Customer Service
495499,Filipp,Onuegbe,Human Resources
